1888,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
57,42,40,58,54,49,58,55,58,64,61,61,63,71,66,61,66,62,63,63,65,63,70,71,69,58,67,68,73,66,71,71,70,73,71,73,73,74,72,75,73,72,72,71,70,71,72,70,72,72,73,74,71,72,70,73,71,71,70,72,71,71,68,72,68,69,68,69,69,71,68,70,71,70,69,69,70,69,69,69,70,69,69,68,69,68,68,68,67,67,68,67,67,68,67,66,67,66,65,67,65,66,66,66,66,66,66,65,66,65,66,65,65,64,64,64,64,62,63,61,60,61,60,60,59,60
