0,273799
1,97502
2,280697
3,287977
4,168142
5,239913
6,25617
7,104988
8,297354
9,274139
10,222886
11,209639
12,278862
13,288434
15,232202
16,243598
17,288219
18,268150
19,47609
20,80172
21,216549
22,93932
23,128046
24,233888
25,284082
26,17290
27,291261
28,127483
29,278366
30,273009
31,265884
32,129346
33,240160
34,42239
35,268307
36,236251
37,123980
38,278864
39,268045
40,4705
41,122043
42,278865
43,183323
45,238647
46,141391
47,81570
48,118773
49,107508
50,17566
51,3121
52,288027
53,118079
54,209634
55,40843
56,141425
57,169107
58,111329
59,269012
60,137367
61,51586
62,74852
63,158323
64,27145
65,209633
66,136745
67,247767
68,232733
70,302070
71,14944
72,10939
73,112312
74,164773
75,271192
76,274787
77,199120
78,29949
79,232875
80,112307
81,49721
82,112311
83,260501
84,207394
85,284688
86,79531
87,129126
88,36021
89,303456
90,300566
91,208323
92,36258
93,280606
94,65431
95,317793
96,268879
97,257262
98,17469
99,129946
100,315466
101,1529
102,274141
103,178704
104,308998
105,275295
106,176355
107,291005
108,232622
109,282587
110,229863
111,241357
112,94570
113,276764
114,15031
115,260123
116,123794
117,266813
118,219379
119,293484
120,290341
121,41420
122,37283
123,239914
124,281313
125,234417
126,162224
127,156014
128,2380
129,277555
130,112304
131,209635
132,275471
133,268313
134,272837
135,314033
136,249387
137,106899
138,265322
139,22590
140,22590
141,21605
142,136435
143,255725
144,271027
146,84035
147,47539
148,112309
149,188605
150,111099
151,241110
152,112300
153,230394
154,263087
155,127734
156,175379
157,47860
158,221419
159,112303
160,112303
161,242888
162,179148
163,243318
164,238682
165,127642
166,220363
167,139745
168,273019
169,56634
170,274794
171,249406
172,74571
173,112308
174,74070
175,134703
176,244233
177,265712
178,280700
179,303372
180,322243
181,232244
182,286326
183,249409
184,232566
185,283596
186,250171
187,321179
188,259027
189,300427
190,166073
191,255186
192,118083
193,152693
194,23092
195,283246
196,206365
197,268443
198,249410
199,212367
200,136713
201,265202
202,8909
203,158074
204,292202
205,72073
206,290339
207,24128
208,242458
209,51617
210,15145
211,288700
212,19918
213,141426
214,194451
215,86993
216,323961
217,88982
218,317159
219,171276
220,94373
221,76604
222,311455
223,106801
224,280703
225,120468
226,70068
227,270581
228,190449
229,57331
231,258657
232,129317
233,29946
234,175451
235,136482
236,308212
237,196689
238,129947
239,275299
240,285189
241,263100
242,240741
243,37787
244,17433
245,66127
246,282524
247,53979
248,249408
249,274512
250,154962
251,78661
252,222967
253,5203
254,275484
255,208440
256,104605
257,28886
258,192281
260,162656
261,268513
262,101257
263,206200
264,39608
265,26555
266,216335
267,315318
268,309821
269,41834
270,87630
271,216177
272,324663
273,239922
274,139263
275,58187
276,142229
277,78758
278,133758
279,176147
280,272281
281,281675
282,176167
283,21589
284,240897
285,304034
287,276003
288,103849
289,300575
290,178200
291,295342
292,285547
293,265046
294,129948
295,59698
296,249407
297,285045
298,171534
299,52700
300,58206
301,265207
302,75896
303,213697
304,190995
305,161609
306,225966
307,68654
308,290867
309,21567
310,54238
311,92917
312,322518
313,4285
314,99188
315,179532
316,106525
317,260127
318,273529
319,291415
320,307061
321,107793
322,36507
323,246884
324,169111
325,58417
326,94566
327,99383
328,101724
329,27398
330,328192
331,265117
332,271029
333,27146
334,214256
335,194239
336,215588
337,309804
338,49331
339,300052
340,273020
341,84289
342,117576
343,324914
344,62160
345,322489
346,215694
347,202723
348,214623
349,139510
350,222987
351,225448
352,186479
353,1999
354,322492
355,59263
356,219440
357,3752
358,53370
359,230076
360,270600
361,74913
362,217918
363,327186
364,249503
365,322500
366,2491
367,77874
368,181785
369,316431
370,316431
371,142031
372,181669
373,190662
374,46397
375,226528
376,27148
377,257883
378,47534
379,94933
380,291413
381,126860
382,103785
383,165745
384,1303
386,247587
387,283651
388,35031
389,300571
390,92317
391,62852
392,265206
393,127737
394,904
395,79312
396,173275
398,163260
399,267379
400,17588
401,14571
402,79696
403,143301
404,65954
405,247768
406,92293
407,30835
408,17602
409,97795
410,88794
411,280757
412,211160
413,321864
414,263851
415,99675
416,100158
417,258633
418,245791
419,214352
