"Kochanie, zmniejszyliśmy siebie","Honey, We Shrunk Ourselves",http://www.filmweb.pl/film/Kochanie%2C+zmniejszyli%C5%9Bmy+siebie-1997-110003,1997,54,1842
Komisarz Blond i Oko sprawiedliwości,,http://www.filmweb.pl/film/Komisarz+Blond+i+Oko+sprawiedliwo%C5%9Bci-2012-394238,2012,30,1846
Jak wkurzać ludzi,How to Irritate People,http://www.filmweb.pl/film/Jak+wkurza%C4%87+ludzi-1969-109383,1969,76,1845
Parasolki z Cherbourga,Les Parapluies de Cherbourg,http://www.filmweb.pl/film/Parasolki+z+Cherbourga-1964-8538,1964,70,1845
Najlepsi z najlepszych 3: Bez odwrotu,Best of the Best 3: No Turning Back,http://www.filmweb.pl/film/Najlepsi+z+najlepszych+3%3A+Bez+odwrotu-1995-38432,1995,61,1845
Dil Se - z całego serca,Dil Se..,http://www.filmweb.pl/film/Dil+Se+-+z+ca%C5%82ego+serca-1998-168729,1998,71,1846
Amerykańskie graffiti,American Graffiti,http://www.filmweb.pl/film/Ameryka%C5%84skie+graffiti-1973-3822,1973,72,1835
Producenci,The Producers,http://www.filmweb.pl/film/Producenci-1967-31560,1967,73,1844
Przeklęta forsa,Love Lies Bleeding,http://www.filmweb.pl/film/Przekl%C4%99ta+forsa-2008-447029,2008,61,1845
Milczenie,The Unsaid,http://www.filmweb.pl/film/Milczenie-2001-31901,2001,71,1842
Tylko razem z córką,Not without my daughter,http://www.filmweb.pl/film/Tylko+razem+z+c%C3%B3rk%C4%85-1991-104633,1991,72,1842
I'm Here,,http://www.filmweb.pl/film/I%27m+Here-2010-557205,2010,75,1840
Pogarda,Le Mépris,http://www.filmweb.pl/film/Pogarda-1963-8744,1963,74,1837
Gang Olsena w amoku,Olsen-Banden går amok,http://www.filmweb.pl/film/Gang+Olsena+w+amoku-1973-31467,1973,71,1840
Amerykański wilkołak w Londynie,An American Werewolf in London,http://www.filmweb.pl/film/Ameryka%C5%84ski+wilko%C5%82ak+w+Londynie-1981-3831,1981,67,1836
Czarna eskadra,The Tuskegee Airmen,http://www.filmweb.pl/film/Czarna+eskadra-1995-10963,1995,71,1839
Barbara,,http://www.filmweb.pl/film/Barbara-2012-645580,2012,64,1841
Szalona wyprawa Billa i Teda,Bill & Ted's Bogus Journey,http://www.filmweb.pl/film/Szalona+wyprawa+Billa+i+Teda-1991-11667,1991,65,1836
Twierdza,The Keep,http://www.filmweb.pl/film/Twierdza-1983-11263,1983,54,1837
Moskitiera,La mosquitera,http://www.filmweb.pl/film/Moskitiera-2010-516935,2010,66,1821
17 dziewczyn,17 filles,http://www.filmweb.pl/film/17+dziewczyn-2011-619093,2011,57,1816
Perwersyjny przewodnik po ideologiach,The Pervert's Guide to Ideology,http://www.filmweb.pl/film/Perwersyjny+przewodnik+po+ideologiach-2012-666263,2012,71,1822
Siła przyciągania,Freier Fall,http://www.filmweb.pl/film/Si%C5%82a+przyci%C4%85gania-2013-679888,2013,67,1815
How to Make Love to a Woman,,http://www.filmweb.pl/film/How+to+Make+Love+to+a+Woman-2010-486512,2010,48,1836
Superman/Batman: Apokalipsa,Superman/Batman: Apocalypse,http://www.filmweb.pl/film/Superman+Batman%3A+Apokalipsa-2010-582044,2010,66,1829
Rozrachunek,The Clearing,http://www.filmweb.pl/Rozrachunek,2004,58,1831
Kiedy ją spotkałem,Jab We Met,http://www.filmweb.pl/film/Kiedy+j%C4%85+spotka%C5%82em-2007-459962,2007,76,1831
Kolekcjoner dusz,Isenhart - Die Jagd nach dem Seelenfänger,http://www.filmweb.pl/film/Kolekcjoner+dusz-2011-636022,2011,55,1828
Surykatki,The Meerkats,http://www.filmweb.pl/film/Surykatki-2008-399961,2008,76,1832
Wyzwanie,The Gauntlet,http://www.filmweb.pl/film/Wyzwanie-1977-10381,1977,67,1829
Ave,Avé,http://www.filmweb.pl/film/Ave-2011-633718,2011,65,1830
Don's Plum,,http://www.filmweb.pl/film/Don%27s+Plum-2001-5148,2001,69,1827
Kapelusz Pana Anatola,,http://www.filmweb.pl/film/Kapelusz+Pana+Anatola-1957-6685,1957,72,1831
Czarna Żmija: Nonszalanckie lata,Blackadder: The Cavalier Years,http://www.filmweb.pl/film/Czarna+%C5%BBmija%3A+Nonszalanckie+lata-1988-178216,1988,76,1831
Porwanie,Kapringen,http://www.filmweb.pl/film/Porwanie-2012-639570,2012,65,1822
Blizna 3D,Scar,http://www.filmweb.pl/film/Blizna+3D-2007-379243,2007,42,1829
Trener,Coach,http://www.filmweb.pl/film/Trener-2010-502086,2010,58,1824
Gang Olsena wpada w szał,Olsen-banden ser rødt,http://www.filmweb.pl/film/Gang+Olsena+wpada+w+sza%C5%82-1976-31478,1976,71,1826
Szalony zięć,Son in Law,http://www.filmweb.pl/film/Szalony+zi%C4%99%C4%87-1993-95190,1993,68,1826
Wyścig Armatniej Kuli II,Cannonball Run II,http://www.filmweb.pl/film/Wy%C5%9Bcig+Armatniej+Kuli+II-1984-36836,1984,66,1819
Sky Blue,Wonderful Days,http://www.filmweb.pl/film/Sky+Blue-2003-87973,2003,73,1823
Tunel śmierci,Death Tunnel,http://www.filmweb.pl/film/Tunel+%C5%9Bmierci-2005-161890,2005,41,1621
Key Largo,,http://www.filmweb.pl/Key.Largo,1948,76,1819
Duma i uprzedzenie,Pride and Prejudice,http://www.filmweb.pl/film/Duma+i+uprzedzenie-2003-107914,2003,52,1818
The Yellow Handkerchief,,http://www.filmweb.pl/film/The+Yellow+Handkerchief-2008-413399,2008,67,1821
Fobia,,http://www.filmweb.pl/film/Fobia-1967-200426,1967,75,1812
W zasięgu strzału,Liberty Stands Still,http://www.filmweb.pl/film/W+zasi%C4%99gu+strza%C5%82u-2002-3516,2002,65,1817
Desperaci,The Way of the Gun,http://www.filmweb.pl/film/Desperaci-2000-11561,2000,63,1820
Cyrano de Bergerac,,http://www.filmweb.pl/film/Cyrano+de+Bergerac-1990-1259,1990,64,1819
Nikodem Dyzma,,http://www.filmweb.pl/film/Nikodem+Dyzma-1956-8149,1956,69,1818
Pozostać żywym,Staying Alive,http://www.filmweb.pl/film/Pozosta%C4%87+%C5%BCywym-1983-9772,1983,61,1818
Sekret Saszy,Sasha,http://www.filmweb.pl/film/Sekret+Saszy-2010-576603,2010,65,1815
Po drugiej stronie korytarza,Across the Hall,http://www.filmweb.pl/film/Po+drugiej+stronie+korytarza-2009-472606,2009,63,1817
Lady Jane,,http://www.filmweb.pl/film/Lady+Jane-1986-7129,1986,76,1814
Charakter,Karakter,http://www.filmweb.pl/Charakter,1997,76,1816
Wielka wsypa,,http://www.filmweb.pl/film/Wielka+wsypa-1992-1186,1992,69,1812
Długi weekend,,http://www.filmweb.pl/film/D%C5%82ugi+weekend-2004-120003,2004,63,1815
Błękitna Głębia 2: Rafa,Into the Blue 2: The Reef,http://www.filmweb.pl/film/B%C5%82%C4%99kitna+G%C5%82%C4%99bia+2%3A+Rafa-2009-474621,2009,55,1806
Naiwniak,Nobody's Fool,http://www.filmweb.pl/film/Naiwniak-1994-8001,1994,73,1813
Harmonie Werckmeistera,Werckmeister harmóniák,http://www.filmweb.pl/film/Harmonie+Werckmeistera-2000-117108,2000,78,1811
"Człowiek, który pokochał Yngvego",Mannen som elsket Yngve,http://www.filmweb.pl/film/Cz%C5%82owiek%2C+kt%C3%B3ry+pokocha%C5%82+Yngvego-2008-453255,2008,73,1808
Wariackie święta,Mixed Nuts,http://www.filmweb.pl/film/Wariackie+%C5%9Bwi%C4%99ta-1994-7769,1994,62,1800
"Solidarność, Solidarność...",,http://www.filmweb.pl/film/Solidarno%C5%9B%C4%87%2C+Solidarno%C5%9B%C4%87...-2005-244635,2005,64,1812
Uwięzieni,Stash House,http://www.filmweb.pl/film/Uwi%C4%99zieni-2012-624429,2012,51,1812
Klasztor Shaolin,Shaolin Si,http://www.filmweb.pl/film/Klasztor+Shaolin-1982-33372,1982,75,1811
Gwiazda popu,Popstar,http://www.filmweb.pl/film/Gwiazda+popu-2005-192782,2005,51,1809
Osiem głów w torbie,8 Heads in a Duffel Bag,http://www.filmweb.pl/film/Osiem+g%C5%82%C3%B3w+w+torbie-1997-3507,1997,65,1806
Koko,Pouic-Pouic,http://www.filmweb.pl/film/Koko-1963-107296,1963,70,1807
The Salvation,,http://www.filmweb.pl/film/The+Salvation-2014-687408,2014,65,1790
Serce i dusze,Heart and Souls,http://www.filmweb.pl/film/Serce+i+dusze-1993-6084,1993,71,1808
T2 3-D: Battle Across Time,,http://www.filmweb.pl/film/T2+3-D%3A+Battle+Across+Time-1996-10000,1996,69,1806
"Dzień, w którym umrę",,http://www.filmweb.pl/film/Dzie%C5%84%2C+w+kt%C3%B3rym+umr%C4%99-2004-110052,2004,72,1805
The Poughkeepsie Tapes,,http://www.filmweb.pl/film/The+Poughkeepsie+Tapes-2007-431435,2007,63,1800
Ale szopka!,Nativity!,http://www.filmweb.pl/film/Ale+szopka%21-2009-489250,2009,64,1789
Aningaaq,,http://www.filmweb.pl/film/Aningaaq-2013-692071,2013,65,1787
Ranczer w kosmosie,The Astronaut Farmer,http://www.filmweb.pl/film/Ranczer+w+kosmosie-2006-280380,2006,67,1806
Frisko Kid,The Frisco Kid,http://www.filmweb.pl/film/Frisko+Kid-1979-10371,1979,71,1801
"Wujek Boonmee, który potrafi przywołać swoje poprzednie wcielenia",Loong Boonmee raleuk chat,http://www.filmweb.pl/film/Wujek+Boonmee%2C+kt%C3%B3ry+potrafi+przywo%C5%82a%C4%87+swoje+poprzednie+wcielenia-2010-563969,2010,55,1794
Klątwa doliny węży,,http://www.filmweb.pl/film/Kl%C4%85twa+doliny+w%C4%99%C5%BCy-1987-6785,1987,39,1794
W cudzej skórze,The Imposter,http://www.filmweb.pl/film/W+cudzej+sk%C3%B3rze-2012-644303,2012,68,1800
Zasady walki II - Zdrada,The Art of War II: Betrayal,http://www.filmweb.pl/film/Zasady+walki+II+-+Zdrada-2008-484890,2008,53,1803
Pacific Heights,,http://www.filmweb.pl/film/Pacific+Heights-1990-8483,1990,65,1802
Ćma,,http://www.filmweb.pl/film/%C4%86ma-1980-12063,1980,77,1796
Spaleni słońcem 2,Utomlyonnye solntsem 2: Priedstojanije,http://www.filmweb.pl/film/Spaleni+s%C5%82o%C5%84cem+2-2010-203194,2010,64,1797
Sądna noc,Judgment Night,http://www.filmweb.pl/film/S%C4%85dna+noc-1993-6634,1993,73,1798
Kulturyści,Pumping Iron,http://www.filmweb.pl/film/Kultury%C5%9Bci-1977-8987,1977,77,1800
Burning Man,,http://www.filmweb.pl/film/Burning+Man-2011-570064,2011,70,1789
Więzy miłości,Jude,http://www.filmweb.pl/film/Wi%C4%99zy+mi%C5%82o%C5%9Bci-1996-716,1996,74,1799
Urwanie głowy,Head Above Water,http://www.filmweb.pl/film/Urwanie+g%C5%82owy-1996-6080,1996,67,1531
Pieskie szczęście,Hard Luck,http://www.filmweb.pl/film/Pieskie+szcz%C4%99%C5%9Bcie-2006-272818,2006,59,1798
Nieślubny ojciec,Unwed Father,http://www.filmweb.pl/film/Nie%C5%9Blubny+ojciec-1997-35648,1997,66,1799
Wideo z Jezusem,Das Jesus Video,http://www.filmweb.pl/film/Wideo+z+Jezusem-2002-186159,2002,69,1795
Eichmann,,http://www.filmweb.pl/film/Eichmann-2007-394717,2007,63,1796
Jak by to sprzedać,"The Goods: Live Hard, Sell Hard",http://www.filmweb.pl/film/Jak+by+to+sprzeda%C4%87-2009-461897,2009,54,1797
Zapętleni,In the Loop,http://www.filmweb.pl/film/Zap%C4%99tleni-2009-494883,2009,67,1794
Furman śmierci,Körkarlen,http://www.filmweb.pl/film/Furman+%C5%9Bmierci-1921-101004,1921,80,1794
Paths of Hate,,http://www.filmweb.pl/film/Paths+of+Hate-2010-348471,2010,73,1793
Gusta i guściki,Le goût des autres,http://www.filmweb.pl/film/Gusta+i+gu%C5%9Bciki-2000-32352,2000,72,1794
Nie potrafię inaczej,I Can't Think Straight,http://www.filmweb.pl/film/Nie+potrafi%C4%99+inaczej-2007-366249,2007,69,1794
The Brass Teapot,,http://www.filmweb.pl/film/The+Brass+Teapot-2012-627077,2012,63,1785
Kasjerzy czy kasiarze?,Scorched,http://www.filmweb.pl/Kasjerzy.Czy.Kasiarze,2003,59,1791
Witajcie w Collinwood,Welcome to Collinwood,http://www.filmweb.pl/Welcome.To.Collinwood,2002,67,1787
Decydująca gra,End Game,http://www.filmweb.pl/film/Decyduj%C4%85ca+gra-2006-161778,2006,59,1776
Nie ma zmiłuj,,http://www.filmweb.pl/film/Nie+ma+zmi%C5%82uj-2000-963,2000,60,1792
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animal Panic Dattebayo!,,http://www.filmweb.pl/film/Naruto+Movie+3%3A+Dai+Koufun%21+Mikazuki+Jima+no+Animal+Panic+Dattebayo%21-2006-363058,2006,69,1793
Kubuś Puchatek: Puchatkowego Nowego Roku,Winnie The Pooh: A Very Merry Pooh Year,http://www.filmweb.pl/film/Kubu%C5%9B+Puchatek%3A+Puchatkowego+Nowego+Roku-2002-94894,2002,75,1790
Książę i ja 4: W krainie słoni,The Prince & Me: The Elephant Adventure,http://www.filmweb.pl/film/Ksi%C4%85%C5%BC%C4%99+i+ja+4%3A+W+krainie+s%C5%82oni-2010-499262,2010,59,1776
Giulietta od duchów,Giulietta degli spiriti,http://www.filmweb.pl/film/Giulietta+od+duch%C3%B3w-1965-30829,1965,76,1785
Powrót Robin Hooda,Robin and Marian,http://www.filmweb.pl/film/Powr%C3%B3t+Robin+Hooda-1976-8828,1976,68,1788
Królowa śniegu,Snow Queen,http://www.filmweb.pl/film/Kr%C3%B3lowa+%C5%9Bniegu-2002-91322,2002,70,1787
Murderball - gra o życie,Murderball,http://www.filmweb.pl/Murderball.Gra.O.Zycie,2005,72,1791
Hamlet,,http://www.filmweb.pl/film/Hamlet-2000-6021,2000,65,1790
Belle,,http://www.filmweb.pl/film/Belle-2013-658130,2013,73,1743
Jej droga,Na putu,http://www.filmweb.pl/film/Jej+droga-2010-496587,2010,70,1786
Wyjść na prostą,Smashed,http://www.filmweb.pl/film/Wyj%C5%9B%C4%87+na+prost%C4%85-2012-634516,2012,63,1767
Zdjęcia Ginger,Ginger Snaps,http://www.filmweb.pl/film/Zdj%C4%99cia+Ginger-2000-33049,2000,63,1783
Wizja mordercy,Anamorph,http://www.filmweb.pl/film/Wizja+mordercy-2007-299237,2007,55,1783
Koszmarne opowieści,Creepshow,http://www.filmweb.pl/film/Koszmarne+opowie%C5%9Bci-1982-8394,1982,66,1785
George prosto z drzewa 2,George of the Jungle 2,http://www.filmweb.pl/film/George+prosto+z+drzewa+2-2003-104691,2003,47,1779
Awantura o Basię,,http://www.filmweb.pl/film/Awantura+o+Basi%C4%99-1959-3983,1959,72,1780
The Traveler,,http://www.filmweb.pl/film/The+Traveler-2010-545718,2010,43,1781
Polowanie na muchy,,http://www.filmweb.pl/film/Polowanie+na+muchy-1969-8776,1969,67,1759
Krwawe wizje,They Wait,http://www.filmweb.pl/film/Krwawe+wizje-2007-415577,2007,58,1781
Za cenę bólu,Tortured,http://www.filmweb.pl/film/Za+cen%C4%99+b%C3%B3lu-2008-447474,2008,63,1783
Batman: Powrót Jokera,Batman Beyond: Return of the Joker,http://www.filmweb.pl/film/Batman%3A+Powr%C3%B3t+Jokera-2000-34415,2000,71,1782
Aleksander Newski,Aleksandr Nevskiy,http://www.filmweb.pl/film/Aleksander+Newski-1938-103928,1938,72,1781
Justin Bieber's Believe,,http://www.filmweb.pl/film/Justin+Bieber%27s+Believe-2013-694666,2013,54,1768
Szklana pułapka,Knick Knack,http://www.filmweb.pl/film/Szklana+pu%C5%82apka-1989-214371,1989,68,1774
Kaboom,,http://www.filmweb.pl/film/Kaboom-2010-543735,2010,57,1759
Ta jedyna,She's the One,http://www.filmweb.pl/film/Ta+jedyna-1996-9492,1996,59,1775
Kobieta z wydm,Suna no onna,http://www.filmweb.pl/film/Kobieta+z+wydm-1964-31739,1964,78,1775
How to Be,,http://www.filmweb.pl/film/How+to+Be-2008-448020,2008,62,1776
Dwa ognie,,http://www.filmweb.pl/film/Dwa+ognie-2010-539508,2010,70,1772
Kiedy świnie mają skrzydła,When Pigs Have Wings,http://www.filmweb.pl/film/Kiedy+%C5%9Bwinie+maj%C4%85+skrzyd%C5%82a-2011-616878,2011,67,1776
Noc Iguany,The Night of the Iguana,http://www.filmweb.pl/film/Noc+Iguany-1964-32807,1964,76,1773
Tyson,,http://www.filmweb.pl/film/Tyson-2008-485487,2008,74,1775
"Få meg på, for faen",,http://www.filmweb.pl/film/F%C3%A5+meg+p%C3%A5%2C+for+faen-2011-569210,2011,57,1770
Mordercze starcie,One in the Chamber,http://www.filmweb.pl/film/Mordercze+starcie-2012-622859,2012,55,1778
Internetowy zabójca,The Craigslist Killer,http://www.filmweb.pl/film/Internetowy+zab%C3%B3jca-2011-608678,2011,52,1773
Apartament,L'Appartement,http://www.filmweb.pl/film/Apartament-1996-30895,1996,74,1772
Mordercze klowny z kosmosu,Killer Klowns from Outer Space,http://www.filmweb.pl/film/Mordercze+klowny+z+kosmosu-1988-93854,1988,56,1766
Głowa do góry,House of D,http://www.filmweb.pl/film/G%C5%82owa+do+g%C3%B3ry-2004-118563,2004,71,1774
Spider-Plant Man,,http://www.filmweb.pl/film/Spider-Plant+Man-2005-273908,2005,61,1774
Drzwi,Die Tür,http://www.filmweb.pl/film/Drzwi-2009-493963,2009,68,1767
Duch III,Poltergeist III,http://www.filmweb.pl/film/Duch+III-1988-5230,1988,61,1768
Shaft,,http://www.filmweb.pl/film/Shaft-1971-32396,1971,69,1771
Męstwo i honor,Jacquou le croquant,http://www.filmweb.pl/film/M%C4%99stwo+i+honor-2007-187430,2007,71,1770
Napaść,Secuestrados,http://www.filmweb.pl/film/Napa%C5%9B%C4%87-2010-602100,2010,58,1760
Nie ma takiego numeru,,http://www.filmweb.pl/Nie.Ma.Takiego.Numeru,2005,52,1770
Odwet,Revenge,http://www.filmweb.pl/film/Odwet-1990-30350,1990,72,1763
Pięć nieczystych zagrań,De Fem benspænd,http://www.filmweb.pl/5.Nieczystych.Zagran,2003,75,1766
Mordercze mrówki,The Hive,http://www.filmweb.pl/film/Mordercze+mr%C3%B3wki-2008-460251,2008,22,1769
Bliskie spotkania z wesołym diabłem,,http://www.filmweb.pl/film/Bliskie+spotkania+z+weso%C5%82ym+diab%C5%82em-1988-4241,1988,69,1759
Jeźdźcy Apokalipsy,Masked and Anonymous,http://www.filmweb.pl/film/Je%C5%BAd%C5%BAcy+Apokalipsy-2003-34236,2003,52,1763
Przebacz,,http://www.filmweb.pl/Przebacz,2005,66,1768
Małżeństwa i ich przekleństwa,Why Did I Get Married?,http://www.filmweb.pl/film/Ma%C5%82%C5%BCe%C5%84stwa+i+ich+przekle%C5%84stwa-2007-402542,2007,67,1765
Spisek żarówkowy,The Light Bulb Conspiracy,http://www.filmweb.pl/film/Spisek+%C5%BCar%C3%B3wkowy-2010-626947,2010,75,1765
Wieczór kuglarzy,Gycklarnas afton,http://www.filmweb.pl/film/Wiecz%C3%B3r+kuglarzy-1953-94314,1953,78,1761
Barbie i Podwodna Tajemnica,Barbie in A Mermaid Tale,http://www.filmweb.pl/film/Barbie+i+Podwodna+Tajemnica-2010-542112,2010,63,1757
Prochy Angeli,Angela's Ashes,http://www.filmweb.pl/film/Prochy+Angeli-1999-854,1999,77,1765
Straszny sen Dzidziusia Górkiewicza,,http://www.filmweb.pl/film/Straszny+sen+Dzidziusia+G%C3%B3rkiewicza-1993-9817,1993,55,1764
Parszywe dranie,Dirty Rotten Scoundrels,http://www.filmweb.pl/film/Parszywe+dranie-1988-5083,1988,73,1758
Angelika i sułtan,Angélique et le sultan,http://www.filmweb.pl/film/Angelika+i+su%C5%82tan-1968-98949,1968,73,1762
Namiętność,Josh,http://www.filmweb.pl/film/Nami%C4%99tno%C5%9B%C4%87-2000-207602,2000,69,1763
Ta ostatnia noc,About Last Night,http://www.filmweb.pl/film/Ta+ostatnia+noc-2014-672319,2014,59,1488
Chłopaki na bok,Boys on the Side,http://www.filmweb.pl/film/Ch%C5%82opaki+na+bok-1995-4563,1995,71,1686
"Pięcioro dzieci i ""coś""",Five Children and It,http://www.filmweb.pl/film/Pi%C4%99cioro+dzieci+i+%22co%C5%9B%22-2004-137751,2004,62,1758
Dama z Szanghaju,The Lady from Shanghai,http://www.filmweb.pl/film/Dama+z+Szanghaju-1947-30741,1947,74,1757
"Rzym, miasto otwarte","Roma, città aperta",http://www.filmweb.pl/film/Rzym%2C+miasto+otwarte-1945-32547,1945,76,1759
Wojownicy tęczy: Seediq Bale,Sàidékè balái,http://www.filmweb.pl/film/Wojownicy+t%C4%99czy%3A+Seediq+Bale-2011-627813,2011,72,1758
Rodzinny interes,Family Business,http://www.filmweb.pl/film/Rodzinny+interes-1989-6460,1989,64,1759
Jestem zły,,http://www.filmweb.pl/film/Jestem+z%C5%82y-2000-37066,2000,71,1740
Przeprowadzka,Moving,http://www.filmweb.pl/film/Przeprowadzka-1988-31608,1988,69,1756
Wino na medal,Bottle Shock,http://www.filmweb.pl/film/Wino+na+medal-2008-451716,2008,66,1754
Ostatnia audycja,A Prairie Home Companion,http://www.filmweb.pl/film/Ostatnia+audycja-2006-195583,2006,66,1752
Magia zmysłów,The Mistress of Spices,http://www.filmweb.pl/film/Magia+zmys%C5%82%C3%B3w-2005-149980,2005,68,1753
Białe szaleństwo,Nord,http://www.filmweb.pl/film/Bia%C5%82e+szale%C5%84stwo-2009-474255,2009,64,1753
Wyprawa po życie,The Cure,http://www.filmweb.pl/film/Wyprawa+po+%C5%BCycie-1995-37255,1995,77,1740
Dzień Apokalipsy,Quantum Apocalypse,http://www.filmweb.pl/film/Dzie%C5%84+Apokalipsy-2010-499558,2010,40,1753
Szalony lot,Flight of Fury,http://www.filmweb.pl/film/Szalony+lot-2007-317589,2007,51,1754
Paulie - gadający ptak,Paulie,http://www.filmweb.pl/film/Paulie+-+gadaj%C4%85cy+ptak-1998-32323,1998,68,1753
Ognie św. Elma,St. Elmo's Fire,http://www.filmweb.pl/film/Ognie+%C5%9Bw.+Elma-1985-8298,1985,73,1750
Dzieci z Jedwabnego Szlaku,The Children of Huang Shi,http://www.filmweb.pl/film/Dzieci+z+Jedwabnego+Szlaku-2008-467090,2008,75,1745
Jackpot,Arme Riddere,http://www.filmweb.pl/film/Jackpot-2011-603783,2011,66,1739
Jin-Rô,,http://www.filmweb.pl/film/Jin-R%C3%B4-1999-36919,1999,78,1751
Kickboxer 3: Sztuka walki,Kickboxer 3: The Art of War,http://www.filmweb.pl/film/Kickboxer+3%3A+Sztuka+walki-1992-106647,1992,56,1750
Ostatni brzeg,On the Beach,http://www.filmweb.pl/film/Ostatni+brzeg-1959-31675,1959,73,1748
Killing Machine,Icarus,http://www.filmweb.pl/film/Killing+Machine-2010-495101,2010,56,1748
Na głębinie,Djúpið,http://www.filmweb.pl/film/Na+g%C5%82%C4%99binie-2012-608140,2012,61,1736
Lemoniadowy Joe,Limonádový Joe aneb Koňská opera,http://www.filmweb.pl/film/Lemoniadowy+Joe-1964-31807,1964,72,1727
Uno,,http://www.filmweb.pl/film/Uno-2004-162467,2004,74,1747
Tormented,,http://www.filmweb.pl/film/Tormented-2009-490374,2009,52,1748
Czerwona pustynia,Il Deserto rosso,http://www.filmweb.pl/film/Czerwona+pustynia-1964-33487,1964,76,1746
Producenci,The Producers,http://www.filmweb.pl/film/Producenci-2005-118106,2005,65,1742
Barbie jako Księżniczka Wyspy,Barbie as The Island Princess,http://www.filmweb.pl/film/Barbie+jako+Ksi%C4%99%C5%BCniczka+Wyspy-2007-432404,2007,65,1743
Dead Man Running,,http://www.filmweb.pl/film/Dead+Man+Running-2009-496369,2009,70,1748
Aftershock. Miasto chaosu,Aftershock,http://www.filmweb.pl/film/Aftershock.+Miasto+chaosu-2012-608087,2012,46,1734
Korkociąg,,http://www.filmweb.pl/film/Korkoci%C4%85g-1971-121838,1971,78,1745
Maraton tańca,,http://www.filmweb.pl/film/Maraton+ta%C5%84ca-2010-472826,2010,53,1744
Trzeźwe potwory,Grabbers,http://www.filmweb.pl/film/Trze%C5%BAwe+potwory-2012-599305,2012,51,1742
Bułgarski pocisk,,http://www.filmweb.pl/film/Bu%C5%82garski+pocisk-1999-242173,1999,69,1745
Zakochana księżniczka,Eine Prinzessin zum Verlieben,http://www.filmweb.pl/film/Zakochana+ksi%C4%99%C5%BCniczka-2005-265323,2005,60,1743
Uciekający kociak,Cat Run,http://www.filmweb.pl/film/Uciekaj%C4%85cy+kociak-2011-523691,2011,56,1744
Wszyscy święci,,http://www.filmweb.pl/film/Wszyscy+%C5%9Bwi%C4%99ci-2002-34701,2002,70,1742
Towarzysz Generał,,http://www.filmweb.pl/film/Towarzysz+Genera%C5%82-2009-551525,2009,74,1743
Housebound,,http://www.filmweb.pl/film/Housebound-2014-710839,2014,63,1636
Skradzione życie,Stolen Lives,http://www.filmweb.pl/film/Skradzione+%C5%BCycie-2009-465133,2009,65,1622
Snajper: Kolejne starcie,Sniper: Reloaded,http://www.filmweb.pl/film/Snajper%3A+Kolejne+starcie-2011-568481,2011,58,1739
Po tamtej stronie chmur,Al di là delle nuvole,http://www.filmweb.pl/film/Po+tamtej+stronie+chmur-1995-7987,1995,68,1737
Scooby-Doo! Klątwa potwora z głębin jeziora,Scooby-Doo! Curse of the Lake Monster,http://www.filmweb.pl/film/Scooby-Doo%21+Kl%C4%85twa+potwora+z+g%C5%82%C4%99bin+jeziora-2010-563345,2010,60,1742
Tedi i poszukiwacze zaginionego miasta,Las Aventuras de Tadeo Jones,http://www.filmweb.pl/film/Tedi+i+poszukiwacze+zaginionego+miasta-2012-624849,2012,60,1727
Ucieczka Logana,Logan's Run,http://www.filmweb.pl/film/Ucieczka+Logana-1976-7382,1976,69,1737
Trzeci do pary,The Third Wheel,http://www.filmweb.pl/film/Trzeci+do+pary-2002-10946,2002,57,1741
"Kwaidan, czyli opowieści niesamowite",Kaidan,http://www.filmweb.pl/film/Kwaidan%2C+czyli+opowie%C5%9Bci+niesamowite-1964-34663,1964,78,1740
Last Order: Final Fantasy VII,,http://www.filmweb.pl/film/Last+Order%3A+Final+Fantasy+VII-2005-232222,2005,77,1739
Kobieta w ukryciu,The Invisible Woman,http://www.filmweb.pl/film/Kobieta+w+ukryciu-2013-483242,2013,60,1705
Święty,Sint,http://www.filmweb.pl/film/%C5%9Awi%C4%99ty-2010-566092,2010,46,1740
Cincinnati Kid,The Cincinnati Kid,http://www.filmweb.pl/film/Cincinnati+Kid-1965-33021,1965,76,1734
Serce lwa,Leijonasydän,http://www.filmweb.pl/film/Serce+lwa-2013-665722,2013,74,1697
Towarzystwo wilków,The Company of Wolves,http://www.filmweb.pl/film/Towarzystwo+wilk%C3%B3w-1984-31575,1984,75,1735
Wojna Zimowa,Talvisota,http://www.filmweb.pl/film/Wojna+Zimowa-1989-128440,1989,73,1734
Django,,http://www.filmweb.pl/film/Django-1966-38308,1966,71,1730
La Belle & la bête,,http://www.filmweb.pl/film/La+Belle+%26+la+b%C3%AAte-2014-656677,2014,67,1707
Pościg,The Chase,http://www.filmweb.pl/film/Po%C5%9Bcig-1994-10253,1994,67,1731
Biały kanion,The Big Country,http://www.filmweb.pl/film/Bia%C5%82y+kanion-1958-31717,1958,79,1732
Tango Libre,,http://www.filmweb.pl/film/Tango+Libre-2012-661643,2012,63,1730
Poszukiwana Sarah Pender,She Made Them Do It,http://www.filmweb.pl/film/Poszukiwana+Sarah+Pender-2013-664700,2013,65,1733
Lot 93 z Newark,Flight 93,http://www.filmweb.pl/film/Lot+93+z+Newark-2006-303348,2006,63,1732
