Śmiertelna gorączka,Cabin Fever,2002,52,6904
Na psa urok,The Shaggy Dog,2006,58,6912
Niesforna Zuzia,Curly Sue,1991,64,6898
Eroica,,1957,79,6854
Hamlet,,1996,78,6897
The Divide,,2011,62,6895
Długo i szczęśliwie,EverAfter,1998,70,6523
Niedokończone życie,An Unfinished Life,2005,70,6890
Raj: miłość,Paradies: Liebe,2012,64,6877
Sierpniowe niebo. 63 dni chwały,,2013,50,6875
Lilja 4-ever,,2002,78,6870
Zasady walki,The Art of War,2000,66,6879
Faceci w butach,Bootmen,2000,72,6872
Pokój z widokiem,A Room with a View,1985,74,6869
Po rozum do mrówek,The Ant Bully,2006,65,6869
Kobiety z 6. piętra,Les Femmes du 6ème étage,2010,71,6858
Magiczny miecz - Legenda Camelotu,Quest for Camelot,1998,74,6848
Sliver,,1993,62,6864
Kola,Kolja,1996,79,6855
Zemsta futrzaków,Furry Vengeance,2010,55,6863
Nacho Libre,,2006,60,6848
Hamlet,,1990,74,6859
Podróż do Nowej Ziemi,The New World,2005,61,6856
Podejrzani zakochani,,2013,42,6844
Kidulthood,,2006,74,6858
Kup teraz,,2008,55,6855
Świat według Garpa,The World According to Garp,1982,73,6851
Blady strach,Haute Tension,2003,65,6841
Śniegi wojny,Into the White,2012,72,6838
Podwójna tożsamość,The Death and Life of Bobby Z,2007,65,6837
Zambezia,,2012,61,6831
Mała matura 1947,,2010,66,6829
Shrek 3-D,Shrek 4-D,2003,70,6820
Pole rażenia,Striking Distance,1993,66,6818
Wakacje w kurorcie,Private Resort,1985,64,6823
Błękitna laguna: Przebudzenie,Blue Lagoon: The Awakening,2012,64,6808
30 minut lub mniej,30 Minutes or Less,2011,57,6819
Duchy Marsa,Ghosts of Mars,2001,46,6807
Mroźny wiatr,Wind Chill,2007,58,6812
Szczeniackie wojsko,Major Payne,1995,67,6804
Turner i Hooch,Turner & Hooch,1989,65,6807
Maszyna,The Machine,2013,62,6845
Krótkie spięcie,Short Circuit,1986,72,6804
Wojaczek,,1999,74,6798
Jak kochają czarownice,Un Amour de sorcière,1997,63,6798
Rezydent,The Resident,2011,55,6800
Hiszpański więzień,The Spanish Prisoner,1997,62,6801
Święta góra,The Holy Mountain,1973,77,6789
Tokarev. Zabójca z przeszłości,Tokarev,2014,53,6436
Idol,Velvet Goldmine,1998,75,6789
Kochany urwis,Problem Child,1990,62,6796
Rushmore,,1998,74,6769
Wielkie żarcie,La grande bouffe,1973,69,6781
Uprowadzona Alice Creed,The Disappearance of Alice Creed,2009,64,6789
Świadek mimo woli,Body Double,1984,68,6791
Metropia,,2009,67,6787
Czerwony świt,Red Dawn,2012,54,6772
Greta,,2009,70,6770
Przeszłość,Le Passé,2013,71,6727
Miłość w Seattle,Love Happens,2009,59,6763
Następne 48 godzin,Another 48 Hrs.,1990,67,6771
Chaplin,,1992,79,6751
Przygody barona Munchausena,The Adventures of Baron Munchausen,1988,75,6755
Na zawsze Laurence,Laurence Anyways,2012,73,6386
Pierścień Nibelungów,Ring of the Nibelungs,2004,69,6757
Heima,,2007,83,6738
Podniebna poczta Kiki,Majo no Takkyūbin,1989,76,6750
Zdobyć Woodstock,Taking Woodstock,2009,67,6743
Wyobraź sobie,Imagine That,2009,64,6693
Wszyscy twoi święci,A Guide to Recognizing Your Saints,2006,72,6745
W umyśle wroga,Extracted,2012,68,6734
Hokus pokus,Hocus Pocus,1993,70,6731
Słodkie zmartwienia,Clueless,1995,61,6724
Purpurowe skrzypce,Le violon rouge,1998,79,6715
Szeregowiec Benjamin,Private Benjamin,1980,63,6728
Walka o ogień,La Guerre du feu,1981,74,6712
Historie miłosne,,1997,73,6656
Niebiańskie stworzenia,Heavenly Creatures,1994,73,6641
Wszyscy ludzie króla,All the King's Men,2006,68,6705
Duże złe wilki,Big Bad Wolves,2013,68,6677
Pracująca dziewczyna,Working Girl,1988,68,6690
Ciśnienie,Below,2002,62,6706
Witaj w domu panie Jenkins,"Welcome Home, Roscoe Jenkins",2008,64,6621
Straż wiejska,Super Troopers,2001,61,6695
Two Night Stand,,2014,67,6561
Goryle we mgle,Gorillas in the Mist: The Story of Dian Fossey,1988,75,6475
Wioska przeklętych,Village of the Damned,1995,60,6683
Trujący bluszcz,Poison Ivy,1992,67,6674
Piękność dnia,Belle de jour,1967,78,6665
Pierwszy milion,,2000,62,6647
Grease 2,,1982,60,6662
Wojownicze Żółwie Ninja,Teenage Mutant Ninja Turtles,1990,67,6671
Cena honoru,The Four Feathers,2002,74,6667
"Wydział zabójstw, Hollywood",Hollywood Homicide,2003,60,6667
Kolor magii,The Colour of Magic,2008,69,6663
Noc kawalerów,Bachelor Party Vegas,2006,63,6669
Dom z małych kostek,Tsumiki no ie,2008,81,6651
Uwikłany,Reindeer Games,2000,63,6665
Prawdziwa historia Kota w Butach,La Véritable histoire du Chat Botté,2009,44,6650
Odmienne stany świadomości,Altered States,1980,69,6636
Dziwne dni,Strange Days,1995,72,6630
Ruby Sparks,,2012,67,6623
Za horyzontem,Far and Away,1992,73,6581
Morderstwo w Orient Expressie,Murder on the Orient Express,1974,76,6626
Obserwator,The Watcher,2000,60,6631
Obcy na poddaszu,Aliens in the Attic,2009,63,6631
Tam i z powrotem,,2001,76,6618
"Do widzenia, do jutra...",,1960,77,6597
9 Songs,,2004,47,6613
Salon piękności,Beauty Shop,2005,62,6613
Głębia oceanu,The Deep End of the Ocean,1999,71,6607
Więzień Brubaker,Brubaker,1980,75,6602
Excalibur,,1981,67,6601
Twarze w tłumie,Faces in the Crowd,2011,61,6588
Dziewczynka w trampkach,Wadjda,2012,74,6521
Happy wkręt,Happily N'Ever After,2006,56,6576
W morzu ognia,Fire Down Below,1997,62,6582
Fantomas powraca,Fantômas se déchaîne,1965,72,6577
Kokon,Cocoon,1985,67,6571
Krowy na wypasie,Barnyard,2006,61,6569
Dzień żywych trupów,Day of the Dead,2008,50,6574
Egzorcysta 2 i 1/2,Repossessed,1990,60,6567
Szczęśliwy dzień,One Fine Day,1996,69,6501
Wykonać wyrok,Death Warrant,1990,67,6356
1984,Nineteen Eighty-Four,1984,71,6552
"Synekdocha, Nowy Jork","Synecdoche, New York",2008,73,6549
Seks to nie wszystko,Lie with Me,2005,57,6553
Frankie i Johnny,Frankie and Johnny,1991,72,6517
Dzisiejsze czasy,Modern Times,1936,82,6545
Metro,,2012,63,6386
Magiczne drzewo,,2008,60,6538
Szalony weekend,The Long Weekend,2005,64,6531
Beowulf - Droga do sprawiedliwości,Beowulf & Grendel,2005,61,6520
Po prostu razem,"Ensemble, c'est tout",2007,71,6518
Wynalazek,Primer,2004,67,6499
Pancernik Potiomkin,Bronenosets Potyomkin,1925,76,6509
Co się zdarzyło Baby Jane?,What Ever Happened to Baby Jane?,1962,80,6506
Belfegor - upiór Luwru,Belphégor - Le fantôme du Louvre,2001,52,6508
Inspektor Gadżet,Inspector Gadget,1999,47,6498
Prawdziwa jazda,Ride Along,2014,62,6439
Sabotaż,Sabotage,2014,57,6055
Wszystko o Ewie,All About Eve,1950,79,6493
Frajer,Loser,2000,59,6490
Dragon Ball Z: Kami to Kami,,2013,69,6489
Zabawna buzia,Funny Face,1957,74,6486
Wolf Creek,,2005,61,6477
Czyja to kochanka?,La Doublure,2006,68,6477
Mściciel,High Plains Drifter,1973,77,6472
Korczak,,1990,76,6341
Kuloodporni,Bulletproof,1996,67,6473
Igrzyska na kacu,The Hungover Games,2014,39,6068
Życie przed oczami,The Life Before Her Eyes,2007,67,6468
Różowa Pantera,The Pink Panther,1963,73,6463
Lassie,,2005,70,6442
Glengarry Glen Ross,,1992,73,6447
...I sprawiedliwość dla wszystkich,...And Justice for All,1979,78,6447
Jak długo jeszcze?,Are We Done Yet?,2007,64,6454
The Doors - historia nieopowiedziana,When You're Strange,2009,76,6449
Deszcz,Rain,1997,61,6445
Babycall,,2011,63,6433
"Zagraj to jeszcze raz, Sam","Play It Again, Sam",1972,77,6439
Z odzysku,,2006,68,6440
Amnezja,Twisted,2004,63,6437
Ukryta strategia,Lions for Lambs,2007,61,6422
Śpioch,Sleeper,1973,72,6434
Przekręt doskonały,Confidence,2003,68,6432
Wallace & Gromit: Wściekłe gacie,The Wrong Trousers,1993,76,6428
Naga prawda o miłości,The Truth About Love,2004,58,6426
Niebo nad Berlinem,Der Himmel über Berlin,1987,80,6370
Ocean strachu,Open Water,2003,52,6422
Mniejsze zło,,2009,61,6417
Wilgotne miejsca,Feuchtgebiete,2013,56,6148
Nieśmiertelny III: Mag,Highlander III: The Sorcerer,1994,59,6388
Cyborg,,1989,61,6415
Ścieżka strachu,Miller's Crossing,1990,75,6401
Dom wariatów,,1984,70,6404
Skrawki,Gummo,1997,72,6404
Na tyłach wroga,Saints and Soldiers,2003,72,6405
Szept serca,Mimi wo Sumaseba,1995,78,6403
Irina Palm,,2007,74,6401
Kangur Jack,Kangaroo Jack,2003,58,6402
Nazywał się Bagger Vance,The Legend of Bagger Vance,2000,73,6301
Eksperyment SS,Outpost,2007,55,6399
Szamanka,,1996,43,6383
Rydwany ognia,Chariots of Fire,1981,73,6400
Jiro śni o sushi,Jiro Dreams of Sushi,2011,77,6382
Paprika,Papurika,2006,75,6391
Pat Garrett i Billy Kid,Pat Garrett & Billy the Kid,1973,76,6398
Strach na wróble,Scarecrow,1973,77,6392
Głupi i głupszy bardziej,Dumb and Dumber To,2014,64,6118
Jack,,1996,71,6386
Narzeczona dla geniusza,I.Q.,1994,64,6379
Rent,,2005,73,6375
Kariera frajera,The Waterboy,1998,62,6369
Skubani,Free Birds,2013,62,6346
Dla niej wszystko,Pour elle,2008,72,6368
Ulice nędzy,Mean Streets,1973,71,6365
Nieuchwytny,The Glimmer Man,1996,66,6357
Polubić czy poślubić,Fools Rush In,1997,66,6363
Klątwa Jessabelle,Jessabelle,2014,55,6216
Lewy sercowy,Punch-Drunk Love,2002,62,6353
Elita,The Clique,2008,57,6339
Artur ratuje Gwiazdkę,Arthur Christmas,2011,68,6243
Nie jesteśmy aniołami,We're No Angels,1989,70,6342
Zabójczy wirus,Carriers,2009,57,6322
Dzień z życia blondynki,Walk of Shame,2014,62,6244
Diabelskie nasienie,Devil's Due,2014,43,6289
The Signal,,2014,60,6205
Rusałka,Rusalka,2007,75,6299
Jason X,,2001,42,6296
Konwój,Convoy,1978,73,6294
Więcej czadu,Pump Up the Volume,1990,75,6289
Wiedźmikołaj,Hogfather,2006,76,6278
Laleczka Chucky: Następne pokolenie,Seed of Chucky,2004,54,6276
Rebeka,Rebecca,1940,78,6272
Młyn i krzyż,The Mill and the Cross,2011,69,6272
Wschodzące słońce,Rising Sun,1993,67,6272
Fanfan Tulipan,Fanfan la tulipe,2003,62,6266
Pożegnania,Okuribito,2008,77,6265
Halloween - 20 lat później,Halloween H20: 20 Years Later,1998,60,6263
Boże skrawki,Edges of the Lord,2001,76,6234
Wskrzeszenie Mistrza,Resurrecting the Champ,2007,73,6255
Ścieżki chwały,Paths of Glory,1957,80,6181
Zaczarowane baletki,Ballet Shoes,2007,68,6255
Wspaniała,Populaire,2012,67,6231
Serce nie sługa,Someone Like You...,2001,65,6226
Sfora: Bez litości,,2002,66,6244
2046,,2004,73,6233
Dzień z życia,Life in a Day,2011,78,6242
Wielkie nadzieje,Great Expectations,2012,63,6194
Powódź,Hard Rain,1998,61,6231
Charlie Bartlett,,2007,70,6232
Magia uczuć,The Fall,2006,76,6217
Nie czas na żołędzie,No Time for Nuts,2006,77,6234
Wszystko może się przytrafić,,1995,82,6206
Niania w akcji,Bo bui gai wak,2006,72,6217
Speed Racer,,2008,52,6223
Spotkajmy się w więzieniu,Let's Go to Prison,2006,67,6212
Zemsta frajerów w raju,Revenge of the Nerds II: Nerds in Paradise,1987,60,6214
Mgła,The Fog,1980,67,6201
Morderstwo w Białym Domu,Murder at 1600,1997,65,6187
Cios poniżej pasa,Waist Deep,2006,71,6205
Goofy na wakacjach,A Goofy Movie,1995,71,6193
Kruk 3: Zbawienie,The Crow: Salvation,2000,64,6199
Ojciec panny młodej II,Father of the Bride Part II,1995,66,6190
Gra Geriego,Geri's Game,1997,73,6190
Sztorm,White Squall,1996,74,6185
Druga szansa,Things We Lost in the Fire,2007,73,6194
Kochankowie,Two Lovers,2008,65,6179
Soul Kitchen,,2009,68,6176
Zakochana bez pamięci,La vie d'une autre,2012,67,6176
Gość,The Guest,2014,64,5808
Przypadkowy bohater,Hero,1992,70,6180
Świadek bez pamięci,The Lookout,2007,63,6171
Gamoń,Le corniaud,1965,75,6167
Galaktyczny wojownik,Soldier,1998,64,6166
Nadzy i rozszarpani,Cannibal Holocaust,1980,57,6161
The Ring - Krąg 2,Ringu 2,1999,63,6163
Mine vaganti. O miłości i makaronach,Mine vaganti,2010,71,6158
Ill Manors,,2012,78,6143
Iris,,2001,74,6151
Reset,Wrecked,2010,49,6153
Bezprawie,Open Range,2003,72,6148
Atomowy amant,Blast From The Past,1999,63,6105
Historie kuchenne,Salmer fra kjøkkenet,2003,75,6145
Rasa,The Breed,2006,56,6139
Deadfall,,2012,60,6063
Niesamowici bracia Bloom,The Brothers Bloom,2008,67,6132
Błękitny deszcz,Powder Blue,2009,68,6133
Zawód: Reporter,Professione: Reporter,1975,77,6127
Dragon Ball Z: Atak Smoka,Dragon Ball Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,1995,76,6116
Fakty i akty,Wag the Dog,1997,70,6103
Córka mojego kumpla,The Oranges,2011,58,6119
Spisek,Largo Winch II,2011,61,6112
Zimne światło dnia,The Cold Light of Day,2012,52,6114
Zabić księdza,To Kill a Priest,1988,71,6111
Rekin i Lava: Przygoda w 3D,The Adventures of Sharkboy and Lavagirl 3-D,2005,50,6109
Nowa policyjna opowieść,Xin jing cha gu shi,2004,73,6107
Czarny deszcz,Black Rain,1989,71,6099
Świat według Bundych - Spotkanie po latach,Married... with Children Reunion,2003,72,6104
"Wróg publiczny numer jeden, część 1",L'Instinct de mort,2008,75,6098
Śmierć w Wenecji,Morte a Venezia,1971,68,6095
Hazardzista,Owning Mahowny,2003,70,6092
Nędznicy,Les Misérables,1998,75,6094
Pokój na czacie,Chatroom,2010,66,6079
Hallam Foe,,2007,71,6086
Młodzi gniewni - historia Rona Clarka,The Ron Clark Story,2006,75,6081
Na śmierć i życie,Kill Your Darlings,2013,66,5707
Metallica: Through the Never,,2013,75,6078
Dzielny mały toster,The Brave Little Toaster,1987,78,6070
Nagła śmierć,Sudden Death,1995,63,6065
Niezwykły dzień Panny Pettigrew,Miss Pettigrew Lives for a Day,2008,71,6048
Czarny pies,Black Dog,1998,66,6063
Śnięty Mikołaj,The Santa Clause,1994,61,6062
Reprise. Od początku raz jeszcze...,Reprise,2006,73,6057
Wyspa piratów,Cutthroat Island,1995,67,6054
Hotel zła,Fritt vilt,2006,61,6000
Star Trek,Star Trek: The Motion Picture,1979,70,6037
Czarna owca,Black Sheep,2006,49,6028
Tost. Historia chłopięcego głodu,Toast,2010,69,6026
Dziewczyna na urodziny,Birthday Girl,2001,60,6021
Mary-Kate i Ashley: Paszport do Paryża,Passport to Paris,1999,59,6017
Tetro,,2009,71,6021
Szczęki 4 - Zemsta,Jaws: The Revenge,1987,43,6018
Wszyscy kochają Mandy Lane,All the Boys Love Mandy Lane,2006,51,6018
Malcolm X,,1992,76,6007
Dzika banda,The Wild Bunch,1969,77,5990
Kung Fu Panda: Sekrety Potężnej Piątki,Kung Fu Panda: Secrets of the Furious Five,2008,70,6000
Baza ludzi umarłych,,1958,80,5849
Zabij mnie glino,,1987,69,6002
Młody Adam,Young Adam,2003,65,5997
"Grupa ""Wschód""",The East,2013,66,5983
Oficer Blart,Paul Blart: Mall Cop,2009,58,5995
Fair Game,,2010,66,5989
Star Trek X: Nemesis,Star Trek: Nemesis,2002,68,5982
Jeśli tylko,If Only,2004,73,5984
"Love, Rosie",,2014,78,6083
Przesilenie,Solstice,2008,59,5981
Wyśnione życie aniołów,La vie rêvée des anges,1998,69,5973
Mystery Train,,1989,77,5966
Rewanż,You Got Served,2004,74,5971
Ekspres - bohater futbolu,The Express,2008,78,5956
Skazani na siebie,Stuck on You,2003,60,5964
Kontrakt na zabijanie,The Contract,2006,60,5957
Biegając z nożyczkami,Running with Scissors,2006,68,5954
Podstępne druhny,Revenge of the Bridesmaids,2010,59,5945
Książę i ja: Królewskie wesele,The Prince & Me 2: The Royal Wedding,2006,58,5904
Straceni chłopcy,The Lost Boys,1987,71,5950
Czekając na cud,Noel,2004,67,5917
Koyaanisqatsi,,1982,80,5840
Amerykański ninja,American Ninja,1985,61,5923
Chirurgiczna precyzja,Excision,2012,56,5924
Pete Tong: Historia głuchego didżeja,It's All Gone Pete Tong,2004,77,5941
Upiorna noc Halloween,Trick 'r Treat,2007,60,5939
Więzy krwi,Blood Ties,2013,67,5883
Męska sprawa,,2001,77,5936
K2,,1991,72,5931
Konspiracja Echelon,Echelon Conspiracy,2009,62,5931
Zły dotyk,The Woodsman,2004,71,5927
Rzymskie wakacje,When In Rome,2002,59,5926
Oczy szeroko otwarte,Einaym Pkuhot,2009,71,5927
Sierżant Bilko,Sgt. Bilko,1996,64,5927
Klan urwisów,The Little Rascals,1994,67,5769
Romantycy,The Romantics,2010,60,5911
Po prostu miłość,Last Chance Harvey,2008,65,5917
Cyrulik syberyjski,Sibirskiy tsiryulnik,1998,78,5914
Mali agenci. Wyścig z czasem 4D,Spy Kids: All the Time in the World in 4D,2011,54,5908
Fineasz i Ferb: Podróż w drugim wymiarze,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,70,5919
Hours,,2013,65,5902
Piraci!,The Pirates! In an Adventure with Scientists!,2012,63,5884
Tajemniczy świat Arrietty,Karigurashi no Arrietty,2010,77,5885
Kropla słońca,Sunshine,1999,71,5909
Hell,,2011,53,5881
Szkoła zgorszenia,Assassination of a High School President,2008,57,5900
Wakacje Waltera,Secondhand Lions,2003,76,5877
Halloween II,,2009,57,5898
Hubal,,1973,73,5886
"Lawa. Opowieść o ""Dziadach"" Adama Mickiewicza",,1989,70,5887
Ucieczka gangstera,The Getaway,1972,71,5893
Terrorysta,Cleanskin,2012,64,5885
Moja krew,,2009,63,5863
Veer-Zaara,,2004,80,5874
Dolores,Dolores Claiborne,1995,76,5870
Ostateczne rozwiązanie,Conspiracy,2001,75,5876
Nieznajomi z pociągu,Strangers on a Train,1951,76,5861
Opactwo Northanger,Northanger Abbey,2007,70,5878
Panny z Wilka,,1979,73,5859
Zwariowany weekend,Le Petit baigneur,1968,75,5868
Tequila Sunrise,,1988,66,5875
Dragon Ball Z: Historia Trunksa,Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu,1993,76,5841
Z punktu widzenia nocnego portiera,,1977,79,5797
5 dni wojny,5 Days of War,2010,66,5847
Nell,,1994,75,5760
Nowy koszmar Wesa Cravena,New Nightmare,1994,64,5841
Pokonaj najszybszego,Biker Boyz,2003,68,5838
Oni,Ils,2006,64,5827
Kumple od kufla,Drinking Buddies,2013,55,5817
Mansfield Park,,1999,70,5822
Życie,Life,1999,75,5826
Anthony Zimmer,,2005,69,5821
Chwała,Glory,1989,77,5800
"Święta, święta i Po",Kung Fu Panda Holiday,2010,65,5793
Płonący wieżowiec,The Towering Inferno,1974,72,5805
Genua. Włoskie lato,Genova,2008,62,5803
Kwiat mego sekretu,La Flor de mi secreto,1995,73,5801
Chłopaki mojego życia,Riding In Cars With Boys,2001,72,5796
Defilada,,1989,80,5788
Zamachowiec,The Contractor,2007,64,5789
Kleopatra,Cleopatra,1963,76,5784
Bankomat,ATM,2012,46,5774
Patriota,The Patriot,1998,57,5780
Łowcy smoków,Chasseurs de dragons,2008,65,5775
M - Morderca,M,1931,78,5775
Boska przygoda Sharpay,Sharpay's Fabulous Adventure,2011,52,5767
Mandarynki,Mandariinid,2013,81,5676
Miłość i koszykówka,Love & Basketball,2000,76,5769
Niewinna,The Other Man,2008,56,5670
Tess,,1979,73,5699
Tygrys i przyjaciele,The Tigger Movie,2000,73,5738
Klub dyskusyjny,The Great Debaters,2007,77,5732
Defendor,,2009,67,5751
Miasto prywatne,,1994,61,5731
"Rzeczy, które robisz w Denver będąc martwym",Things to Do in Denver when You're Dead,1995,74,5729
Czarny książę,Black Beauty,1994,78,5725
Świetliki w ogrodzie,Fireflies in the Garden,2008,70,5727
Dzieci niebios,Bacheha-Ye aseman,1997,81,5715
Fanaa,,2006,76,5730
Pukając do nieba bram,Knockin' On Heaven's Door,1997,77,5725
Blask,Shine,1996,79,5724
Fahrenheit 451,,1966,75,5689
Tej nocy będziesz mój,You Instead,2011,68,5715
Piekło Dantego: Epicka Animacja,Dante's Inferno: An Animated Epic,2010,69,5706
Igrzyska śmiechu: W pieszczeniu ognia,The Starving Games,2013,42,5659
Miłosne gierki,Leatherheads,2008,61,5620
Światła sceny: chwytaj szansę,Center Stage: Turn It Up,2008,71,5702
Charlie musi umrzeć,The Necessary Death of Charlie Countryman,2013,65,5603
Halloween: Powrót,Halloween: Resurrection,2002,55,5695
Nieustające wakacje,Permanent Vacation,1980,71,5690
Takiego pięknego syna urodziłam,,1999,76,5687
Uwikłani,Savage Grace,2007,63,5682
Niespotykanie spokojny człowiek,,1975,70,5452
Listonosz zawsze dzwoni dwa razy,The Postman Always Rings Twice,1981,73,5655
Diabelska przełęcz,Devil's Knot,2013,64,5343
W imieniu armii,The Messenger,2009,69,5682
Zemsta frajerów - następne pokolenie,Revenge of the Nerds III: The Next Generation,1992,56,5680
Kochanek,L'amant,1992,73,5618
Ostatni egzorcyzm. Część 2,The Last Exorcism Part II,2013,42,5671
2012: Koniec świata,2012 Doomsday,2008,26,5672
Dr T i kobiety,Dr. T and the Women,2000,52,5658
Grzeczny i grzeszny,Youth in Revolt,2009,59,5642
Mistrz kierownicy ucieka 2,Smokey and the Bandit II,1980,67,5660
Dragon Ball Z: Bardock - Ojciec Goku,Doragon bôru Z: Tatta hitori no saishû kessen - Frêza ni itonda Z senshi Kakarotto no chichi,1990,76,5647
Crash: Niebezpieczne pożądanie,Crash,1996,60,5656
Kapitan Bomba - Kutapokalipsa,,2012,65,5651
Klasa,Entre les murs,2008,67,5647
Cień wampira,Shadow of the Vampire,2000,65,5655
Super Mario Bros.,,1993,53,5597
"Rób swoje, ryzyko jest twoje",,2002,47,5648
Obietnica,The Pledge,2001,70,5643
Zabójczy Joe,Killer Joe,2011,60,5629
Spun,,2002,71,5640
Switch: Trudno być kobietą,Switch,1991,69,5638
Kosiarz umysłów,The Lawnmower Man,1992,63,5634
Szkarłatny pilot,Kurenai no buta,1992,77,5632
Złów i wypuść,Catch and Release,2006,67,5627
Niezwyciężony Secretariat,Secretariat,2010,74,5616
Strefa zrzutu,Drop Zone,1994,64,5617
Mama,Mommy,2014,82,5212
Piękna i Bestia: Zaczarowane Święta,Beauty and the Beast: The Enchanted Christmas,1997,72,5608
Śledząc,Following,1998,76,5595
I zapadła ciemność,And Soon the Darkness,2010,54,5589
Warszawa,,2003,64,5582
Sztuka rozstania,Get Over It,2001,65,5597
Tajemnica Syriusza,Screamers,1995,70,5594
St Trinian's: The Legend of Fritton's Gold,,2009,63,5588
Przepis na miłość,Les émotifs anonymes,2010,67,5590
Marina Abramović: artystka obecna,Marina Abramovic: The Artist Is Present,2012,78,5556
The Maker,,2011,80,5519
Jak poślubić milionera,How to Marry a Millionaire,1953,74,5563
Kobieta na topie,Woman on Top,2000,60,5558
Kolor pieniędzy,The Color of Money,1986,73,5550
Fantomas kontra Scotland Yard,Fantômas contre Scotland Yard,1967,72,5562
Koriolan,Coriolanus,2011,63,5560
Teksas - Pola śmierci,Texas Killing Fields,2011,62,5530
Kaczor Howard,Howard the Duck,1986,56,5562
Swing,,2012,59,5540
Sławna restauracja,Le grand restaurant,1966,75,5559
Olbrzym,Giant,1956,77,5546
Gazu mięczaku gazu,Run Fatboy Run,2007,65,5502
Misiaczek,Teddy Bear,2012,67,5548
Grudge 3: Powrót klątwy,The Grudge 3,2009,55,5545
Miasteczko Salem,'Salem's Lot,2004,63,5525
Półmrok,Half Light,2006,65,5541
Pan Peabody i Sherman,Mr. Peabody & Sherman,2014,70,5190
KasaMowa,Money Talks,1997,67,5532
Anioł stróż,Man of the House,2005,63,5536
Trup,El Cuerpo,2012,74,5495
Rekinado,Sharknado,2013,28,5488
Kropka nad i,Dot the I,2003,75,5514
Fanboys,,2009,63,5525
Nagi peryskop,Down Periscope,1996,64,5517
Linia czasu,Timeline,2003,64,5514
Wysłannik piekieł 2,Hellbound: Hellraiser II,1988,68,5511
Parcie na tarcie,Knallharte Jungs,2002,60,5508
Zmęczenie materiału,Pushing Tin,1999,67,5505
Szkarłatna litera,The Scarlet Letter,1995,68,5496
Zakonnica,La Monja,2005,51,5508
Tom,Tom à la Ferme,2013,70,4807
Lecą żurawie,Letyat zhuravli,1957,79,5496
Maksimum ryzyka,Maximum Risk,1996,64,5499
Drobna niedogodność,One Small Hitch,2013,67,5260
SzczęścieDziękujęProszęWięcej,HappyThankYouMorePlease,2010,69,5492
Bananowy czubek,Bananas,1971,72,5502
Morderca we mnie,The Killer Inside Me,2010,60,5498
Pokój śmierci,The Killing Room,2009,58,5493
Robin Hood,,1973,74,5478
Nieodparty urok,Simply Irresistible,1999,64,5471
Detoks,D-Tox,2002,61,5364
Kochankowie mojej mamy,,1985,74,5482
Tupac: Zmartwychwstanie,Tupac: Resurrection,2003,77,5486
Życzenie śmierci,Death Wish,1974,71,5476
Zakochany głupiec,Flashbacks of a Fool,2008,69,5475
Herkules w Nowym Jorku,Hercules in New York,1969,43,5464
28 pokoi hotelowych,28 Hotel Rooms,2012,55,5470
Sid i Nancy,Sid and Nancy,1986,73,5471
Skowyt,Howl,2010,67,5471
Hipnotyzer,Hypnotisören,2012,56,5460
Lokatorka,A Love Song for Bobby Long,2004,74,5417
Chungking Express,Chung hing sam lam,1994,79,5435
Zbrodnie i wykroczenia,Crimes and Misdemeanors,1989,75,5464
The Host: Potwór,Gwoemul,2006,60,5467
Narzeczona dla kota,Neko no ongaeshi,2002,74,5425
Przyjaciele z kasą,Friends with Money,2006,54,5462
Czeka na nas świat,,2006,68,5458
Laleczka Chucky 3,Child's Play 3,1991,61,5454
Tarzan 2: Początek legendy,Tarzan II,2005,65,5451
Krwawa uczta,Feast,2005,57,5449
Śpiączka,Coma,1978,74,5443
Czyściciel,Code Name: The Cleaner,2007,56,5450
Flashdance,,1983,68,5426
Afera poniżej zera,Out Cold,2001,67,5448
Megan Is Missing,,2011,57,5424
Szarada,Charade,1963,79,5430
Zaginiony w akcji,Missing in Action,1984,62,5436
Hotel Chevalier,,2007,72,5422
Piątek trzynastego III,Friday the 13th Part III,1982,66,5431
Star Trek VII: Pokolenia,Star Trek: Generations,1994,69,5428
Historia kina w Popielawach,,1998,75,5410
Willy Wonka i fabryka czekolady,Willy Wonka & the Chocolate Factory,1971,72,5412
Tamara,,2005,56,5414
Anna Karenina,,1997,72,5333
Salto,,1965,79,5355
Buffalo Soldiers,,2001,70,5407
Pan Lazhar,Monsieur Lazhar,2011,70,5392
Uczniowska balanga,Dazed and Confused,1993,70,5382
Rok diabła,Rok ďábla,2002,77,5395
Jazda na krawędzi,TT3D: Closer to the Edge,2011,76,5399
Kłopotliwy człowiek,Den Brysomme mannen,2006,75,5390
Kraina Tygrysów,Tigerland,2000,74,5392
Rozmowy z innymi kobietami,Conversations with Other Women,2005,71,5378
Prawie jak gladiator,Gladiatori di Roma,2012,56,5380
John Wick,,2014,68,4199
Cashback,,2006,71,5381
Sezon na misia 3,Open Season 3,2010,60,5366
Wkłucie,Puncture,2011,68,5365
Prada albo nic,From Prada to Nada,2011,61,5370
"Jutro, jak wybuchnie wojna","Tomorrow, When the War Began",2010,63,5374
Antwone Fisher,,2002,78,5371
